member_supplier_name,membership_number,catalogue_name,brand_name,label_name,appa_product_code,product_code,product_name,product_code_group,categorisation,category__subcategory,additional_keywords,product_tags,discontinued_stock,product_description,description_additional,product_features,product_materials,product_item_size,product_packaging_inner,product_image_file_name,alternate_views_image_file_names,group_image_file_name,colours_available_appa,colours_available_supplier,colour_image_file_names,colour_product_codes,product_sizes,size_images,size_product_code,decoration_options_available,decoration_areas,indent_only,branded,custom_field_1,custom_filed_2,custom_field_3,price_decoration_description,price_by_size,price_by_colour,decoration_type,price_product_code,price_notes,MOQ,IOQ,qty_1,price_1,qty_2,price_2,qty_3,price_3,qty_4,price_4,qty_5,price_5,qty_6,price_6,qty_7,price_7,qty_8,price_8,additional_charges_name1,additional_charge_value1,additional_charges_notes1,additional_charges_name2,additional_charge_value2,additional_charges_notes2,carton_height,carton_width,carton_depth,carton_weight,carton_qty,carton_cubic,carton_notes,freight_description,product_URL
Epicentre Trading P/L,S005122,Legend Life,Legend Life,EXTON,,EX3238,Exton Vertical Satchel,BAGS,BAGS|TRAVEL|SATCHELS & TOTES|TECHNOLOGY|NEW,Corporate|Incentive Awards|Laptop Ready|Mining|Premium Ideas|Technology|Travel,"bags|BAGS|Bags|bag|BAG|Bag|travel|TRAVEL|Travel|satchels|&|totes|SATCHELS|&|TOTES|Satchels|&|Totes|satchels|&|tote|SATCHELS|&|TOTE|Satchels|&|Tote|technology|TECHNOLOGY|Technology|new|NEW|New|ex3238|EX3238|Ex3238|vertical|shoulder|satchel|VERTICAL|SHOULDER|SATCHEL|Vertical|Shoulder|Satchel|specification|heading|SPECIFICATION|HEADING|Specification|Heading|1680d|polyester/210d|nylon|1680D|POLYESTER/210D|NYLON|1680D|Polyester/210D|Nylon|front|zippered|pocket|with|multi-function|organiser|FRONT|ZIPPERED|POCKET|WITH|MULTI-FUNCTION|ORGANISER|Front|Zippered|Pocket|With|Multi-Function|Organiser|zippered|main|compartment|with|padded|rear|pocket|to|store|and|protect|notebooks/ipads|ZIPPERED|MAIN|COMPARTMENT|WITH|PADDED|REAR|POCKET|TO|STORE|AND|PROTECT|NOTEBOOKS/IPADS|Zippered|Main|Compartment|With|Padded|Rear|Pocket|To|Store|And|Protect|Notebooks/Ipads|®|&REG;|&Reg;|and|14|inch|laptops|AND|14|inch|LAPTOPS|And|14|inch|Laptops|back|slip|pocket|BACK|SLIP|POCKET|Back|Slip|Pocket|tough,|adjustable|shoulder|straps|with|padded|shoulder|pad|TOUGH,|ADJUSTABLE|SHOULDER|STRAPS|WITH|PADDED|SHOULDER|PAD|Tough,|Adjustable|Shoulder|Straps|With|Padded|Shoulder|Pad|solid|branded|zip|pulls|SOLID|BRANDED|ZIP|PULLS|Solid|Branded|Zip|Pulls|product|capacity|PRODUCT|CAPACITY|Product|Capacity|11.5 litres|11.5&NBSP;LITRES|11.5&Nbsp;Litres|product|dimensions|PRODUCT|DIMENSIONS|Product|Dimensions|25cm|w|x|33cm h|x|14cm|d|25CM|W|X|33CM&NBSP;H|X|14CM|D|25Cm|W|X|33Cm&Nbsp;H|X|14Cm|D|ex3238|EX3238|Ex3238|vertical|shoulder|satchel|VERTICAL|SHOULDER|SATCHEL|Vertical|Shoulder|Satchel|decoration|options|DECORATION|OPTIONS|Decoration|Options|embroidery|EMBROIDERY|Embroidery|plastisol|PLASTISOL|Plastisol|screen|print|SCREEN|PRINT|Screen|Print|digital|transfer|DIGITAL|TRANSFER|Digital|Transfer|embroidery|areas|EMBROIDERY|AREAS|Embroidery|Areas|front|pocket:|50mm|diameter|FRONT|POCKET:|50MM|DIAMETER|Front|Pocket:|50Mm|Diameter|back|pocket:|125mm|diameter|BACK|POCKET:|125MM|DIAMETER|Back|Pocket:|125Mm|Diameter|print|/ transfer|areas|PRINT|/&NBSP;TRANSFER|AREAS|Print|/&Nbsp;Transfer|Areas|front|pocket:|80mm w|x|130mm|h|FRONT|POCKET:|80MM&NBSP;W|X|130MM|H|Front|Pocket:|80Mm&Nbsp;W|X|130Mm|H|back pocket:|180mm w|x|170mm|h|BACK&NBSP;POCKET:|180MM&NBSP;W|X|170MM|H|Back&Nbsp;Pocket:|180Mm&Nbsp;W|X|170Mm|H|supacolour|areas|SUPACOLOUR|AREAS|Supacolour|Areas|front|pocket:|80mm w|x|130mm|h|FRONT|POCKET:|80MM&NBSP;W|X|130MM|H|Front|Pocket:|80Mm&Nbsp;W|X|130Mm|H|back pocket:|180mm w|x|170mm|h|BACK&NBSP;POCKET:|180MM&NBSP;W|X|170MM|H|Back&Nbsp;Pocket:|180Mm&Nbsp;W|X|170Mm|H|ex3238-bl|EX3238-BL|Ex3238-Bl|ex3238-esp|EX3238-ESP|Ex3238-Esp",,no,"From the modern and functional Exton range, the Vertical Shoulder Satchel is lightweight, strong and comfortable, and a handy way to carry your gear.",,,,25cm W x 33cm H x 14cm D,,EX3238_product_image_file.jpg,EX3238_alternate_views_image_file_1.jpg|EX3238_alternate_views_image_file_2.jpg,EX3238_product_image_file.jpg,Brown,Black|Espresso,EX3238_colour_image_file(Black).jpg|EX3238_colour_image_file(Espresso).jpg,EX3238-BL|EX3238-ESP,,,,Embroidery|Supacolour|Screen Print|Plastisol Transfer|Digital Transfer,"Embroidery Areas,Front Pocket: 50mm diameter,Back Pocket: 125mm diameter|Print / Transfer Areas,Front Pocket: 80mm W x 130mm H,Back Pocket: 180mm W x 170mm H|Supacolour Areas,Front Pocket: 80mm W x 130mm H,Back Pocket: 180mm W x 170mm H",FALSE,FALSE,,,,Undecorated,,,None,,,1,,99,21.15,249,20.5,9999998,19.9,,,,,,,,,,,,,,,,,36,38,31,6,20,,,Any order over $350 is freight free to all mainland metro and regional areas,https://www.legendlife.com.au/exton-vertical-satchel.html
Epicentre Trading P/L,S005122,Legend Life,Legend Life,EXTON,,EX3240,Exton Business Satchel,BAGS,BAGS|SATCHELS & TOTES|NEW,,"bags|BAGS|Bags|bag|BAG|Bag|satchels|&|totes|SATCHELS|&|TOTES|Satchels|&|Totes|satchels|&|tote|SATCHELS|&|TOTE|Satchels|&|Tote|new|NEW|New|ex3240|EX3240|Ex3240|exton|business|satche|EXTON|BUSINESS|SATCHE|Exton|Business|Satche|product|specifications|PRODUCT|SPECIFICATIONS|Product|Specifications|premium|600d|with|pu|backing|PREMIUM|600D|WITH|PU|BACKING|Premium|600D|With|Pu|Backing|front|zippered|pocket|with|multi-function|organiser|FRONT|ZIPPERED|POCKET|WITH|MULTI-FUNCTION|ORGANISER|Front|Zippered|Pocket|With|Multi-Function|Organiser|back|zippered|pocket|for|a4|document|BACK|ZIPPERED|POCKET|FOR|A4|DOCUMENT|Back|Zippered|Pocket|For|A4|Document|padded|rear|compartment|to|store|and|protect|laptops|(fits|up|to|15.4”)|PADDED|REAR|COMPARTMENT|TO|STORE|AND|PROTECT|LAPTOPS|(FITS|UP|TO|15.4&RDQUO;)|Padded|Rear|Compartment|To|Store|And|Protect|Laptops|(Fits|Up|To|15.4&Rdquo;)|font|zippered|pocket|with|colour|accent|FONT|ZIPPERED|POCKET|WITH|COLOUR|ACCENT|Font|Zippered|Pocket|With|Colour|Accent|solid|branded|zip|pulls|SOLID|BRANDED|ZIP|PULLS|Solid|Branded|Zip|Pulls|adjustable,|padded|shoulder|straps|and|top|grab|handle|ADJUSTABLE,|PADDED|SHOULDER|STRAPS|AND|TOP|GRAB|HANDLE|Adjustable,|Padded|Shoulder|Straps|And|Top|Grab|Handle|trolley|strap|with|velcro|fastener|to|slip|easily|over|most|trolley|handles|TROLLEY|STRAP|WITH|VELCRO|FASTENER|TO|SLIP|EASILY|OVER|MOST|TROLLEY|HANDLES|Trolley|Strap|With|Velcro|Fastener|To|Slip|Easily|Over|Most|Trolley|Handles|product|capacity|PRODUCT|CAPACITY|Product|Capacity|11|litres|11|LITRES|11|Litres|product|dimensions|PRODUCT|DIMENSIONS|Product|Dimensions|40cm|w|x|30.5cm|h|x|9cm|d|40CM|W|X|30.5CM|H|X|9CM|D|40Cm|W|X|30.5Cm|H|X|9Cm|D| |&NBSP;|&Nbsp;|ex3240|EX3240|Ex3240|exton|business|satchel|EXTON|BUSINESS|SATCHEL|Exton|Business|Satchel|decoration|options|DECORATION|OPTIONS|Decoration|Options|screen|print|SCREEN|PRINT|Screen|Print|digital|transfer|DIGITAL|TRANSFER|Digital|Transfer|plastisol|transfer|PLASTISOL|TRANSFER|Plastisol|Transfer|supacolour|SUPACOLOUR|Supacolour|embroidery|area|EMBROIDERY|AREA|Embroidery|Area|front|pocket: |115mm|w|x|115mm|h|FRONT|POCKET:&NBSP;|115MM|W|X|115MM|H|Front|Pocket:&Nbsp;|115Mm|W|X|115Mm|H|supacolour|area|SUPACOLOUR|AREA|Supacolour|Area|front|pocket: |150mm|w|x|90mm|h|FRONT|POCKET:&NBSP;|150MM|W|X|90MM|H|Front|Pocket:&Nbsp;|150Mm|W|X|90Mm|H|back|pocket: |200mm|w|x|130mm|h|BACK|POCKET:&NBSP;|200MM|W|X|130MM|H|Back|Pocket:&Nbsp;|200Mm|W|X|130Mm|H|print|/ transfer|area|PRINT|/&NBSP;TRANSFER|AREA|Print|/&Nbsp;Transfer|Area|front|pocket: |150mm|w|x|90mm|h|FRONT|POCKET:&NBSP;|150MM|W|X|90MM|H|Front|Pocket:&Nbsp;|150Mm|W|X|90Mm|H|back|pocket: |200mm|w|x|130mm|h|BACK|POCKET:&NBSP;|200MM|W|X|130MM|H|Back|Pocket:&Nbsp;|200Mm|W|X|130Mm|H|ex3240-bl.gy|EX3240-BL.GY|Ex3240-Bl.Gy|ex3240-bl.re|EX3240-BL.RE|Ex3240-Bl.Re",,no,"A sleek, contemporary design. Ideal for the corporate entrepreneur on the move.
",," Premium 600D with PU backing|Front zippered pocket with multi-function organiser|Back zippered pocket for A4 document|Padded rear compartment to store and protect laptops (fits up to 15.4”)|Font zippered pocket with colour accent|Solid branded zip pulls|Adjustable, padded shoulder straps and top grab handle|Trolley strap with velcro fastener to slip easily over most trolley handles",,40cm W x 30.5cm H x 9cm D,,EX3240_product_image_file.jpg,EX3240_alternate_views_image_file_1.jpg|EX3240_alternate_views_image_file_2.jpg|EX3240_alternate_views_image_file_3.jpg,EX3240_product_image_file.jpg,Black|Grey|Red,"Black,Grey|Black,Red","EX3240_colour_image_file(Black,Grey).jpg|EX3240_colour_image_file(Black,Red).jpg",EX3240-BL.GY|EX3240-BL.RE,,,,Embroidery|Supacolour|Screen Print|Plastisol Transfer|Digital Transfer,"Embroidery Area,Front Pocket:  115mm W x 115mm H|Supacolour Area,Front Pocket:  150mm W x 90mm H,Back Pocket:  200mm W x 130mm H|Print / Transfer Area,Front Pocket:  150mm W x 90mm H,Back Pocket:  200mm W x 130mm H",FALSE,FALSE,,,,Undecorated,,,None,,,1,,99,24.4,249,23.25,9999998,22.5,,,,,,,,,,,,,,,,,50,44,33,6,20,,,Any order over $350 is freight free to all mainland metro and regional areas,https://www.legendlife.com.au/exton-business-satchel.html
Epicentre Trading P/L,S005122,Legend Life,Legend Life,EXTON,,EX3320,Exton Travel Bag,BAGS,BAGS|TRAVEL|BACKPACKS|TECHNOLOGY|SPORTS AND DUFFLES|NEW,Corporate|Laptop Ready|Mining|Motor Racing|Premium Ideas|Technology|Travel,"bags|BAGS|Bags|bag|BAG|Bag|travel|TRAVEL|Travel|backpacks|BACKPACKS|Backpacks|backpack|BACKPACK|Backpack|technology|TECHNOLOGY|Technology|sports|and|duffles|SPORTS|AND|DUFFLES|Sports|And|Duffles|sports|and|duffle|SPORTS|AND|DUFFLE|Sports|And|Duffle|new|NEW|New|ex3320|EX3320|Ex3320|exton|travel|bag|EXTON|TRAVEL|BAG|Exton|Travel|Bag|specifications|SPECIFICATIONS|Specifications|1680d|polyester/210d|nylon|1680D|POLYESTER/210D|NYLON|1680D|Polyester/210D|Nylon|double|zippered|large|main|compartment|for|maxium|storage|DOUBLE|ZIPPERED|LARGE|MAIN|COMPARTMENT|FOR|MAXIUM|STORAGE|Double|Zippered|Large|Main|Compartment|For|Maxium|Storage|webbing|carry|handle|with|velcro|cuff|WEBBING|CARRY|HANDLE|WITH|VELCRO|CUFF|Webbing|Carry|Handle|With|Velcro|Cuff|adjustable,|detachable|shoulder|strap|with|pad|ADJUSTABLE,|DETACHABLE|SHOULDER|STRAP|WITH|PAD|Adjustable,|Detachable|Shoulder|Strap|With|Pad|single|zippered|front|pocket|SINGLE|ZIPPERED|FRONT|POCKET|Single|Zippered|Front|Pocket|single|zippered side|pocket|SINGLE|ZIPPERED&NBSP;SIDE|POCKET|Single|Zippered&Nbsp;Side|Pocket|shoe|tunnel|in|left|side|pocket|SHOE|TUNNEL|IN|LEFT|SIDE|POCKET|Shoe|Tunnel|In|Left|Side|Pocket|metal|fittings|METAL|FITTINGS|Metal|Fittings|pe|baseboard|PE|BASEBOARD|Pe|Baseboard|solid|branded|zip|pulls|SOLID|BRANDED|ZIP|PULLS|Solid|Branded|Zip|Pulls|product|capacity|PRODUCT|CAPACITY|Product|Capacity|45 litres|45&NBSP;LITRES|45&Nbsp;Litres|product|dimensions|PRODUCT|DIMENSIONS|Product|Dimensions|50cm|w|x|30cm h|x|30cm|d|50CM|W|X|30CM&NBSP;H|X|30CM|D|50Cm|W|X|30Cm&Nbsp;H|X|30Cm|D|ex3320|EX3320|Ex3320|exton|travel|bag|EXTON|TRAVEL|BAG|Exton|Travel|Bag|decoration|options|DECORATION|OPTIONS|Decoration|Options|embroidery|EMBROIDERY|Embroidery|supacolour|SUPACOLOUR|Supacolour|plastisol|PLASTISOL|Plastisol|screen|print|SCREEN|PRINT|Screen|Print|digital|transfer|DIGITAL|TRANSFER|Digital|Transfer|embroidery|area|EMBROIDERY|AREA|Embroidery|Area|front|pocket:|95mm|diameter|FRONT|POCKET:|95MM|DIAMETER|Front|Pocket:|95Mm|Diameter|back|pocket:|125mm|diameter|BACK|POCKET:|125MM|DIAMETER|Back|Pocket:|125Mm|Diameter|supacolour|area|SUPACOLOUR|AREA|Supacolour|Area|230mm|w|x|130mm|h|230MM|W|X|130MM|H|230Mm|W|X|130Mm|H|print|/|transfer|area|PRINT|/|TRANSFER|AREA|Print|/|Transfer|Area|front|pocket:|250mm w|x|140mm|h|FRONT|POCKET:|250MM&NBSP;W|X|140MM|H|Front|Pocket:|250Mm&Nbsp;W|X|140Mm|H|back pocket:|250mm w|x|120mm|h|BACK&NBSP;POCKET:|250MM&NBSP;W|X|120MM|H|Back&Nbsp;Pocket:|250Mm&Nbsp;W|X|120Mm|H|ex3320-bl|EX3320-BL|Ex3320-Bl|ex3320-esp|EX3320-ESP|Ex3320-Esp",,no,"Introducing the EXTON Brand partnership. The EXTON Brand brings its stylish vision to LegendLife. A modern and functional interpretation of classic shapes, presented with a palette of materials and textures. Every product detail is designed to bring simplicity and convenience into everyday life. A rare combination of comfort and sophistication – rely on it to impress as well as to perform.",,,,50cm W x 30cm H x 30cm D,,EX3320_product_image_file.jpg,EX3320_alternate_views_image_file_1.jpg|EX3320_alternate_views_image_file_2.jpg,EX3320_product_image_file.jpg,Brown,Black|Espresso,EX3320_colour_image_file(Black).jpg|EX3320_colour_image_file(Espresso).jpg,EX3320-BL|EX3320-ESP,,,,Embroidery|Supacolour|Screen Print|Plastisol Transfer|Digital Transfer,"Embroidery Area,Front Pocket: 95mm diameter,Back Pocket: 125mm diameter|Print / Transfer Area,Front Pocket: 250mm W x 140mm H,Back Pocket: 250mm W x 120mm H",FALSE,FALSE,,,,Undecorated,,,None,,,1,,99,28.7,249,27.85,9999998,27,,,,,,,,,,,,,,,,,45,50,31,11.6,10,,,Any order over $350 is freight free to all mainland metro and regional areas,https://www.legendlife.com.au/exton-travel-bag.html
Epicentre Trading P/L,S005122,Legend Life,Legend Life,EXTON,,EX3353,Exton Backpack,BAGS,BAGS|TRAVEL|BACKPACKS|TECHNOLOGY|NEW,Corporate|Laptop Ready|Mining|Technology|Travel,"bags|BAGS|Bags|bag|BAG|Bag|travel|TRAVEL|Travel|backpacks|BACKPACKS|Backpacks|backpack|BACKPACK|Backpack|technology|TECHNOLOGY|Technology|new|NEW|New|ex3353|EX3353|Ex3353|exton|backpack|EXTON|BACKPACK|Exton|Backpack|specification|SPECIFICATION|Specification|1680d|polyester/210d|nylon|1680D|POLYESTER/210D|NYLON|1680D|Polyester/210D|Nylon|front|zippered|pocket|with|multi-function|organiser|FRONT|ZIPPERED|POCKET|WITH|MULTI-FUNCTION|ORGANISER|Front|Zippered|Pocket|With|Multi-Function|Organiser|large|main|compartment|for|maximum|storage|LARGE|MAIN|COMPARTMENT|FOR|MAXIMUM|STORAGE|Large|Main|Compartment|For|Maximum|Storage|padded|rear|compartment|to|store|and|protect|laptop|(fits|up|to|15|inch|laptop)|PADDED|REAR|COMPARTMENT|TO|STORE|AND|PROTECT|LAPTOP|(FITS|UP|TO|15|inch|LAPTOP)|Padded|Rear|Compartment|To|Store|And|Protect|Laptop|(Fits|Up|To|15|inch|Laptop)|middle|compartment|has|both|slip|and|mesh|pockets|for|versatility|MIDDLE|COMPARTMENT|HAS|BOTH|SLIP|AND|MESH|POCKETS|FOR|VERSATILITY|Middle|Compartment|Has|Both|Slip|And|Mesh|Pockets|For|Versatility|generously|padded|back|panel|for|carrying|comfort|GENEROUSLY|PADDED|BACK|PANEL|FOR|CARRYING|COMFORT|Generously|Padded|Back|Panel|For|Carrying|Comfort|tough|and|modern|TOUGH|AND|MODERN|Tough|And|Modern|adjustable,|padded|shoulder|straps|and|top|grab handle|ADJUSTABLE,|PADDED|SHOULDER|STRAPS|AND|TOP|GRAB&NBSP;HANDLE|Adjustable,|Padded|Shoulder|Straps|And|Top|Grab&Nbsp;Handle|back|sleeve|to|slip|easily|over|trolley|handles|BACK|SLEEVE|TO|SLIP|EASILY|OVER|TROLLEY|HANDLES|Back|Sleeve|To|Slip|Easily|Over|Trolley|Handles|dual|side|zippered|pockets|DUAL|SIDE|ZIPPERED|POCKETS|Dual|Side|Zippered|Pockets|solid|branded|zip|pull|SOLID|BRANDED|ZIP|PULL|Solid|Branded|Zip|Pull|product|capacity|PRODUCT|CAPACITY|Product|Capacity|31 litres|31&NBSP;LITRES|31&Nbsp;Litres|product|dimensions|PRODUCT|DIMENSIONS|Product|Dimensions|35cm|w|x|28cm h|x|8cm|d|35CM|W|X|28CM&NBSP;H|X|8CM|D|35Cm|W|X|28Cm&Nbsp;H|X|8Cm|D|ex3353|EX3353|Ex3353|exton|backpack|EXTON|BACKPACK|Exton|Backpack|decoration|options|DECORATION|OPTIONS|Decoration|Options|embroidery|EMBROIDERY|Embroidery|plastisol|PLASTISOL|Plastisol|screen|print|SCREEN|PRINT|Screen|Print|digital|transfer|DIGITAL|TRANSFER|Digital|Transfer|embroidery|area|EMBROIDERY|AREA|Embroidery|Area|front|pocket:|95mm|diameter|FRONT|POCKET:|95MM|DIAMETER|Front|Pocket:|95Mm|Diameter|print|/|transfer|area|PRINT|/|TRANSFER|AREA|Print|/|Transfer|Area|front|pocket:|85mm w|x|110mm|h|FRONT|POCKET:|85MM&NBSP;W|X|110MM|H|Front|Pocket:|85Mm&Nbsp;W|X|110Mm|H|supacolour|area|SUPACOLOUR|AREA|Supacolour|Area|front|pocket:|85mm w|x|110mm|h|FRONT|POCKET:|85MM&NBSP;W|X|110MM|H|Front|Pocket:|85Mm&Nbsp;W|X|110Mm|H|ex3353-bl|EX3353-BL|Ex3353-Bl|ex3353-esp|EX3353-ESP|Ex3353-Esp",,no,"Introducing the EXTON Brand partnership. The EXTON Brand brings its stylish vision to LegendLife. A modern and functional interpretation of classic shapes, presented with a palette of materials and textures. Every product detail is designed to bring simplicity and convenience into everyday life. A rare combination of comfort and sophistication – rely on it to impress as well as to perform.",,,,35cm W x 28cm H x 8cm D,,EX3353_product_image_file.jpg,EX3353_alternate_views_image_file_1.jpg|EX3353_alternate_views_image_file_2.jpg,EX3353_product_image_file.jpg,Brown,Black|Espresso,EX3353_colour_image_file(Black).jpg|EX3353_colour_image_file(Espresso).jpg,EX3353-BL|EX3353-ESP,,,,Embroidery|Supacolour|Screen Print|Plastisol Transfer|Digital Transfer,"Embroidery Area,Front Pocket: 95mm diameter|Print / Transfer Area,Front Pocket: 85mm W x 110mm H|Supacolour Area,Front Pocket: 85mm W x 110mm H",FALSE,FALSE,,,,Undecorated,,,None,,,1,,99,31.75,249,30.8,9999998,29.9,,,,,,,,,,,,,,,,,61,48,38,11,10,,,Any order over $350 is freight free to all mainland metro and regional areas,https://www.legendlife.com.au/exton-backpack.html
Epicentre Trading P/L,S005122,Legend Life,Legend Life,Great Southern Clothing,,J501,Kosciusko Jacket,JACK,JACKETS|CORPORATE CASUAL,Cold Weather|Corporate|Mining,"jackets|JACKETS|Jackets|jacket|JACKET|Jacket|corporate|casual|CORPORATE|CASUAL|Corporate|Casual|j501|J501|J501|kosciusko|bomber|jacket|KOSCIUSKO|BOMBER|JACKET|Kosciusko|Bomber|Jacket|product|specifications|PRODUCT|SPECIFICATIONS|Product|Specifications|men's|jacket|MEN'S|JACKET|Men's|Jacket|neckband,|cuffs|and|waist|band|in|3x3|double|rib|knit|NECKBAND,|CUFFS|AND|WAIST|BAND|IN|3X3|DOUBLE|RIB|KNIT|Neckband,|Cuffs|And|Waist|Band|In|3X3|Double|Rib|Knit|melton|wool/viscose|body|MELTON|WOOL/VISCOSE|BODY|Melton|Wool/Viscose|Body|contrast|sueded|sleeves|and|pocket|trim|CONTRAST|SUEDED|SLEEVES|AND|POCKET|TRIM|Contrast|Sueded|Sleeves|And|Pocket|Trim|2|slip|pockets,|one|with|hidden|mobile|phone|pocket|2|SLIP|POCKETS,|ONE|WITH|HIDDEN|MOBILE|PHONE|POCKET|2|Slip|Pockets,|One|With|Hidden|Mobile|Phone|Pocket|nylon|lining,|diamond|quilted|with|polyester|padding|NYLON|LINING,|DIAMOND|QUILTED|WITH|POLYESTER|PADDING|Nylon|Lining,|Diamond|Quilted|With|Polyester|Padding|product|embroidery|area|PRODUCT|EMBROIDERY|AREA|Product|Embroidery|Area|back|yoke:|160mm|diameter|BACK|YOKE:|160MM|DIAMETER|Back|Yoke:|160Mm|Diameter|right/left|chest:|125mm|diameter|RIGHT/LEFT|CHEST:|125MM|DIAMETER|Right/Left|Chest:|125Mm|Diameter|back:|270mm|w|x|270mm|h|BACK:|270MM|W|X|270MM|H|Back:|270Mm|W|X|270Mm|H|concealed|embroidery|zips|CONCEALED|EMBROIDERY|ZIPS|Concealed|Embroidery|Zips|j501|J501|J501|kosciusko|bomber|jacket|KOSCIUSKO|BOMBER|JACKET|Kosciusko|Bomber|Jacket|product|embroidery|area|PRODUCT|EMBROIDERY|AREA|Product|Embroidery|Area|back|yoke:|160mm|diameter|BACK|YOKE:|160MM|DIAMETER|Back|Yoke:|160Mm|Diameter|right/left|chest:|125mm|diameter|RIGHT/LEFT|CHEST:|125MM|DIAMETER|Right/Left|Chest:|125Mm|Diameter|back:|270mm|w|x|270mm|h|BACK:|270MM|W|X|270MM|H|Back:|270Mm|W|X|270Mm|H|concealed|embroidery|zips|CONCEALED|EMBROIDERY|ZIPS|Concealed|Embroidery|Zips|decoration|options|DECORATION|OPTIONS|Decoration|Options|embroidery|EMBROIDERY|Embroidery|j501-bl.ta-xs|J501-BL.TA-XS|J501-Bl.Ta-Xs|j501-na.na-2xl|J501-NA.NA-2XL|J501-Na.Na-2Xl|j501-na.na-3xl|J501-NA.NA-3XL|J501-Na.Na-3Xl|j501-na.ta-l|J501-NA.TA-L|J501-Na.Ta-L|j501-na.ta-m|J501-NA.TA-M|J501-Na.Ta-M|j501-na.ta-xs|J501-NA.TA-XS|J501-Na.Ta-Xs",,no,"The contrast sueded sleeves and pocket trim will help you stand out in the crowd. With quality features including buttons and diamond quilted lining, the Kosciusko is ideal for corporate wear and gifts. Benefit from the",," Men's jacket|Neckband, cuffs and waist band in 3x3 double rib knit|Melton wool/viscose body|Contrast sueded sleeves and pocket trim|2 slip pockets, one with hidden mobile phone pocket|Nylon lining, diamond quilted with polyester padding",Men's jacket,,,J501_product_image_file.jpg,J501_alternate_views_image_file_1.jpg|J501_alternate_views_image_file_2.jpg,J501_product_image_file.jpg,Light Brown|Navy,"Black,Tan|Navy,Navy|Navy,Tan","J501_colour_image_file(Black,Tan).jpg|J501_colour_image_file(Navy,Navy).jpg|J501_colour_image_file(Navy,Tan).jpg",J501-BL.TA-XS|J501-NA.NA-2XL|J501-NA.NA-3XL|J501-NA.TA-L|J501-NA.TA-M|J501-NA.TA-XS,2XL|3XL|L|M|XS,,J501-BL.TA-XS|J501-NA.NA-2XL|J501-NA.NA-3XL|J501-NA.TA-L|J501-NA.TA-M|J501-NA.TA-XS,Embroidery,"Product Embroidery Area,Back Yoke: 160mm diameter,Right/Left chest: 125mm diameter,Back: 270mm w x 270mm h,Concealed embroidery zips",FALSE,FALSE,,,,Undecorated,,,None,,,1,,49,46.95,249,45.6,9999998,44.25,,,,,,,,,,,,,,,,,30,46,67,14,10,,,Any order over $350 is freight free to all mainland metro and regional areas,https://www.legendlife.com.au/kosciusko-bomber-jacket.html
